cut,page,action,dialogue,se,time,characters,confidence,notes
234,page_069.png,T.U.して ノーマルへ／立って腕を組んでいる 道然,道然「では失礼」 兼（兼用）,,,道然,medium,scene欄に丸囲み234あり。本文に『兼』『道然』『では失礼』
235,page_069.png,スタート,ピュオォォォ…,ピュオォォォ,,,medium,scene欄に丸囲み235あり。横顔アップ→目のアップへ複数コマにまたがるため統合
236,page_070.png,↑PAN UP + フェアリング（フェアリング/フレアリング）／エフェクトノーマル。FIXになりつつ「ノーマル」へO.L.,沈公子「〃 …」,,,沈公子,medium,コマ0〜2は同一カット236の続き（コマ1左に縦棒のみ＝続き、コマ2左にも丸番号なし）。本文を統合。コマ2の「FIX/フワッとして消える 7本の剣（血なし）」も統合
237,page_070.png,兼／A.C.。気を矢に倒れ込む沈公子,沈公子「ド…」,ドサ…,2,沈公子,medium,「気を矢に倒れ込む」は崩し字につき推測含む
238,page_070.png,,道然(off)「お前を殺さない。ただお前の術を無にしただけ…術が効かなければ」 / お前は余命幾ばくも ないだろう…,,,道然,medium,ページ最初のコマは丸番号なしの続き。前ページ最後のカット238の続きとして統合。左コマに「セリフつづき」のメモあり
239A,page_071.png,夜明け前/明るくなっていく空,それでは 失礼します…,,4+12,呂仁,medium,丸番号239、左下に英字Bが見えるためこの枝番位置(239A/239B)。本コマは丸内239=239A相当。dialogue冒頭の話者表記は不明瞭
239B,page_071.png,道観・寝室・早朝/眠っている苗,やさえずり―(鳥のさえずり)…苗…,鳥のさえずり,2+12,苗,medium,丸番号240と読めるが、239B枝番位置のため要確認。左に240の丸囲み
241,page_071.png,手を伸ばす動き/じわPAN,黄爺さんは、呂仁と 芦花婆さんに お願いしている…,,4+12,道然、黄爺さん、呂仁、芦花婆さん,medium,話者は道然。芦花婆さんは旧誤読「芦龍」を正した表記
242,page_071.png,眠っている苗のため,…どうした？ 爺ちゃんに気を配って 言われたのに私は それを聞かなかった…,,6+12,尚善、苗,medium,話者表記は尚善と思われる(丸囲み)。要確認
243,page_072.png,花家爺の口もとまだ少し血でたれているので タラタラので,尚善「ぐすっ…」／道然(off)「後悔したか？ それともあの子を救うべきではなかったかも？」 / 尚善「(首をココにのせる—)」,,1+12,花家爺、尚善、道然,low,左本文の◯囲みは尚善と読めるが、花家爺の口もとを描写。番号243は丸囲みで明示。time欄空 ｜ scene欄に縦棒のみで丸番号なし→243の続きとして統合。dialogue判読困難、要確認
244,page_072.png,,道然「もう、もうで泣いているの？ まだ君は成長の途中なんだ ひとりで抱えこむよりほうが良い」,,,道然,medium,time欄読みづらい
245,page_072.png,,(off)「芦花婆さんも黄爺さんが仲間だと分かったろう。それに…」 / 尚善「？…」,,,芦花婆さん、黄爺さん、尚善,medium,scene欄に丸番号なし→245の続きとして統合
246,page_073.png,口もとを拭ってやる道然,道然「僕も仲間だ。困ったことがあったら遠慮なく頼ってくれ」,,,道然,high,
247,page_073.png,道観への道（朝）↓PAN DOWN！＋フェアリング,芦花婆さん「…まったく！歳を考えずに張り切るからだよ！道然や呂仁がいなかったらどうなってたか！」,,,芦花婆さん,medium,3コマ目左に丸番号なし(縦棒)＝247の続きとして統合
248,page_073.png,歩いてくる呂仁と芦花婆さん／黄爺が包帯を巻かれている。フレームイン手前 / 〜と、つねられる（黄爺イタチ）,黄爺「へんっ。油断しただけじゃ！」 芦花婆さん「しばらく日陰れてなくてね。」／「そんなみっともない姿を尚善に見られたくないだろ？」 黄爺「そういうこと日気が利くんだよ。」 / （黄）ぎゃむっ。（黄爺）！！,,5,呂仁、芦花婆さん、黄爺、尚善,medium,3コマ目右(コマ3・コマ4)は同一カット248の本文を統合。一部判読困難箇所あり要確認 ｜ ページ最初のコマは丸番号なし。前ページ248の続きとして統合
249,page_074.png,Follow！→○ 汗タラの（呂仁）←3秒,（呂仁）イダダダダッ！わしを殺す気か！くたばれ！（芦花婆）それだけ元気なら問題はなさそうですね。,,5+12,呂仁、芦花婆さん,medium,
250,page_074.png,F.I.△（ほと）に＋6%兼用（道然）を見送ったところ ← じわPAN DOWN,（呂仁）（前）…官中に弟子を待たせてありますので先に失礼させていただきます。,,6,道然、呂仁,medium,action冒頭の括弧内文字は要確認
251,page_074.png,道然BG / 何か察して気遣う,（芦花婆）道然を待たなくてもいいのかい？（呂仁）（前）少し不安なこともありますので急ぎます / （芦花婆）…こちらのことも気にかけてもらってすみたいで（すまないね）。,,6+12,芦花婆さん、道然、呂仁,medium,scene欄に縦棒のみ、丸番号なし＝直前251の続きの可能性もあるが、本文の話者が芦花婆で別芝居のため新カット252として連番補完。dialogue末尾要確認
252,page_075.png,表情がくもる お互(い),いえ、全てにおいて。安穏な世が一番です。私の方こそ道然に,,5+12,道然,medium,絵は苗のアップ。丸番号252
253,page_075.png,↓ (た),(off)無理を言ってもらってますから。お二人とも、お元気で。芦花婆 頷き,,5+12,芦花婆さん,medium,
254,page_075.png,+6%兼用 加筆 ○街への道 加筆:向く先に雲多め。じわ引き→,(た)馬車— 芦花婆(off) …少し暗い顔してたね。,,5,芦花婆さん,medium,風景カット、馬車が走る
255,page_075.png,黄爺イタチ 顧一族の耳だね。,黄爺イタチ:顧一族の耳だね。 芦花婆:ああ、そうだね…,,3+12,黄爺さん、芦花婆さん,medium,イタチの姿の黄爺。「顧一族」要確認
256,page_075.png,↑PAN UP 全尺・普通で,おそらく、もうすぐ騒がしい奴らが出てくるよ。きっと… 黄爺イタチ(off):そうだろうな…,,7+0,黄爺さん,medium,老人の顔アップ。PAN UP全尺普通
257,page_076.png,T.U.にて道観へ／○山の中／道観（昼）／↑じわPAN UP（#6%兼用）,,,3,,medium,「TUにて道観へ」「山の中/道観 昼」「じわPAN UP」「#6%兼用」と読む。場所は道観（武当山南岩宮様式）。time=3
258,page_076.png,同／寝室。眠っている尚善,（尚善）（寝息）—,寝息,3,尚善,medium,丸囲みの人名は「尚善」と読む。寝息の表現あり
259,page_076.png,尚善を見守る道然。やってくる芦花婆の足音。,（足音）—,足音,3,道然、芦花婆さん,medium,「芦花婆」=芦花おばあさん（道観の老婆）。足音の指示に下向き矢印（次カットへcontinue）
260,page_076.png,#6%兼用。芦花婆。棚あり。 / （道然）杖で制して。尚善を見つめてセリフ。,（芦花婆）道然、長旅で疲れているだろう。すぐに休んでもいし。少し横になりなさい。 / （道然）（間）。…（いえ。）…すごく怖がっているようだ。,,1+12,芦花婆さん、道然、尚善,medium,芦花婆のセリフ。「すぐに休んでもいし」は「すぐに休んでもいいし」の崩し。time欄空 ｜ 左コマに丸囲み数字なし＝コマ4は番号未確認だが本文上260の続きではなく新カットと判断。ただし丸番号が読み取れないため連番259→260→261で補完。time欄右下に「1+12」と読む。要確認
261,page_077.png,↓じわPAN Down／尚善の手を握っては、うっすら震えては尚善の左手。,道然「手を引いてしまうと、この子が目を覚ましてしまうかもしれません。落ち着いたら自分も休みます…」,,7+12,尚善、道然,medium,PAN Down/じわ。本文崩し字あり。time 7+12は読み取り注意
262,page_077.png,,芦花婆「あれすね…きっと花の露が集まっているからにとを」,,4 to 6,芦花婆さん,low,dialogue崩し字多く要確認。time「4to6」表記不明瞭
263,page_077.png,T.U. 全尺・普通で／テーブルの奥、窓枠そばの棚に,「気にしているのかもしれないね。それがあなたにバレてしまうと、」,,5+12,,medium,scene欄に芦花?の書込みあり要確認
264,page_077.png,道然が尚善に預けた花瓶。すぐまた尚善のひょうたん / 丸ずもり／P.PAN! 全尺・普通で,（道然）「また離れ離れにすることが怖いんだ。…あなたはこの子の…」 / 「そばにいるべきさ。」,,8,道然、尚善,medium,瓢箪=フゥールー。本文崩し字一部要確認 ｜ scene欄に丸番号なし＝264の続きコマとして統合。numbered=false
265,page_078.png,,(芦花婆)(M) 未熟な子供でも すぐに大きくなるんだ あっという間だよ…,,5+12,芦花婆さん,medium,
266,page_078.png,(M) その瞳孔、瞳孔を 大切に見届けると いいよ。 (道然)頷き—,,,5+12,道然,medium,
267,page_078.png,外から差し込む光。 やがて 正．○▽(1+12),(道然)(M) また、自由の身で なくなるのかもな…,,6+12,道然,medium,
268,page_078.png,目を覚ます尚善 おそく 反応 あり 寄りフレーム,(尚善) !っ…．,,1+12,尚善,medium,
269,page_078.png,,(尚善) 「小鳥のさえずり— / 尚善「……」,小鳥のさえずり,4,尚善,low,dialogue冒頭「SE」記号の可能性。小鳥のさえずりは効果音指示と思われる ｜ ページ最初のコマは丸番号なしの続き。前ページ最後のカット269に統合
270,page_079.png,つかいだす,,,4+12,,medium,右本文に(先行あり)の書き込み。timeは2行目読み取り不確実
271,page_079.png,右手をのばし。そっと まつ毛に触れる(尚善) / 静かに引いて。,(花)「よこわく―」/(尚善)「……。」,,6,尚善、花家妻,low,dialogue冒頭の丸囲み人名は『花』か要確認 ｜ scene欄に縦棒のみ＝直前カット271の続きの可能性あるが、本文が独立し絵も別。番号読めず連番補完。要確認
273,page_079.png,"笑みを浮かべる 尚善
ホッとしてる",(道然)「観―」 / 尚善「.... (笑)」,,3 / 4,道然、尚善,low,左番号272と読めるが連番性から273と判断。dialogueの『観』要確認
274,page_080.png,"#6%兼用
小雨が降っている",(小雨 ―,,2,,low,action欄の一部判読困難。「#6%兼用」流用指定
275,page_080.png,"尚善
目をパチクリして",芦花婆(off)「おや、起きたんだね。」,,2+12,尚善、芦花婆さん,medium,
278,page_080.png,"#6%兼用
鍋を囲む
お椀をしてる 苗と芦花婆","「お腹でも空いたかい？
こっち来てご飯食べな」
苗(背)「うん…」",,,苗、芦花婆さん,medium,276・277は欠番(ヘッダ赤字注記)
279,page_080.png,稲歩きする(?),(足音 ― / 苗「…」,足音,5+12 / 2,苗,low,action欄崩し字で判読困難、要確認。コマ4左に丸番号なし(278の次の連番として補完) ｜ 絵は微笑む苗。dialogueは丸囲み『苗』に続いて『…』
280,page_081.png,彦子 カット2 IN,尚善「苗ちゃん、何してるの?」,,3,尚善、苗,medium,action欄の手書き判読困難。『彦子 カット IN』と推測=要確認。dialogueの話者丸囲みは『尚善』と読む
281,page_081.png,はりを上げる,苗「黄爺さまの服の破れを縫っています。」 尚善「ふ〜ん…」,,4,苗、尚善、黄爺さん,medium,
282,page_081.png,ここから食べ始め / 会話がはずむ 苗と芦花婆,芦花婆「いろいろ手伝ってもらってありがとうね。」 苗「いえ、私こそ面倒をおかけ」 / 芦花婆「は食事。」 苗「それに、黄爺さまと係さまにケガをさせてしまいましたから しました。」,,1 / 5,苗、芦花婆さん、黄爺さん,low,話者丸囲みは『芦花婆』と読む。actionに矢印『ここから食べ始め』指示あり ｜ scene欄に丸囲み番号が読めず、左コマ絵のみ。直前282の続きか新カットか不明だが番号無しのため283と連番補完。本文は崩れており判読困難=要確認
283,page_082.png,,私にできることなら何でもやらせて下さい！／私の心も少しは楽になります。,,5,苗,high,話者は丸囲み「苗」
284,page_082.png,棚／（芦花婆さん）尚善の方を見る,芦花婆：まぁ…／尚善(off)：あれ？,,3,芦花婆さん、尚善,medium,話者表記は丸囲み「芦花婆」「尚善」
285,page_082.png,↑PAN UP 全尺・普通で／高窓にとまっているヤママユガ,(off) 蝶が飛んできた。／芦花婆(off)：はは、これは蝶ではなく、ヤママユガです。,,,芦花婆さん,medium,
286,page_082.png,,苗(off)：蛾…ですか。,,7,苗,medium,絵に番号なしだがコマ3左は番号なしの続き。コマ3の本文は286に統合
287,page_082.png,○兼 フレーム修正 調整,苗：へぇ～…キレイですね。 / 尚善(off)「きれいです。」/ 苗「ですね。」/ 道然(off)「…苗ちゃんもきれい」/ 苗「え？」,,2 / 6+12,苗、尚善、道然,medium,絵番号286だが本文が別カット。コマ4左に丸囲み286が描かれており、本文「へぇ～…キレイですね」は次の連番として扱った。番号読み取りに不確実あり要確認 ｜ dialogue欄の話者丸囲みは尚善・苗・道然と推定。崩し字のため一部要確認
288,page_083.png,回り込み→ / 苗をじっと見つめる 尚善,,,3+12,苗、尚善,medium,time欄は崩れているが秒+コマで3+12と解釈
289,page_083.png,苗 目を細めて 笑みがこぼれる,,,2,苗,medium,右コマにaction記入。time欄は『2』のみ
290,page_083.png,T.U.（じわ）/ FIX→フォロー（クイック寄り）/ DF あり / BGイメージ / 尚善に抱きつく 苗,,,3,尚善、苗,medium,カメラ用語の崩し字を正規形に寄せて解釈。『DF』『クイック寄り』は要確認
291,page_084.png,T.U.あり DFあり イメージ寄り たっぷり動いて。,"苗(M)
…これからは…
ちゃんと生きるよ…！",,4+12,苗,medium,left-handed指示『T.U.』はメモのコマ記号からの推定
292,page_084.png,上記と同処理 力強く抱きしめてる様子で / やがて 白ベタへ 中OL ヤマユガ がひらり 落ちていく,"(M)
命を大切に…
誰よりも… / 真面目に生きて行くんだ…！
↓",,6,,low,scene欄に縦棒もあるが丸番号292が描かれているため新カット ｜ scene欄に縦棒のみ＝直前292の続き。便宜上cut_labelを292-contとしたが292に統合される続きコマ。『2t.IN/OUT』等の指示あり。確信低
293,page_084.png,翌朝 FIX 階段をおりていく (尚善)と道然,"(尚)
(人馬のさえずり〜)
↓",,2+12,尚善、道然,medium,『#6%兼用』表記あり。dialogue内の括弧書きは要確認
294,page_084.png,F.I.OL! 奥へ ・森の中/道 (朝),"尚善(芦)
爺ちゃん。来てくれ
よかった。
道然(芦)
いろいろ忙しいのさ。
でも また 二人で
会いに来よう。",,6+12,尚善、道然,medium,話者の(芦)は子供の苗等の可能性あり要確認。dialogue一部崩し字で推定
295A,page_085.png,森。手前に倒木と岩。中景に人物2人(尚善と苗)が立つ,"道然(背): 今度は僕もゆっくりする
尚善(背): うん。",,,道然、尚善,medium,295Aの絵。右本文に道然・尚善の背中セリフ。下に295Bの絵が顔アップで始まる
295B,page_085.png,イタチ(黄爺)の顔アップ,,,,黄爺,low,295Bと丸囲み明記。本文欄に『3eo』『1+4? UP』らしき表記。要確認
296,page_085.png,道観・木組みの楼と石段、軒下に人物。室内へ。FIX,(にわとり…),SE,4,,low,右上に240らしき表記。本文『くにわとり』判読難。要確認
297,page_085.png,ニワトリ(呂仁の鶏)と手。PAN← +フェッブリング(？)。道観/中庭,,PAH!,2+12,道然,low,『PAH!←+フッブリング』『○道観/中庭』判読難。道然らしき記載あり要確認
298,page_085.png,目元・顔のアップ。右上に矢印(↘)。動きの指示 / (リピート＝〜まで)の指示。絵なし,(笑),,3+12,,low,右本文に丸囲み記号と『(笑)』。time 3+12 ｜ scene欄に丸番号なし。298の続き指示『リピート…まで』。298に統合すべきか要確認だが指示コマとして保留
